CWC ID Number,Other ID Number,Collection Date,Site,Latitude,Longitude ,Habitat/Location (measurements in meters indicate distance from marsh edge),Gear,Node Group,Node Code,Common Name,Scientific Name,n,Total Length (mm),Fork Length (mm),Carapace width (mm),Weight (grams),Sex,Tissue Collected,Collection Notes
CWC0302,na,May 2015,PS7,29.474614°,-89.855600°,creek,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,55,na,na,whole body,vacuum sealed
CWC0303,na,May 2015,PS7,29.474614°,-89.855600°,creek,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,63,na,na,whole body,"soft shell, vaccum sealed"
CWC0304,na,May 2015,PS7,29.474614°,-89.855600°,creek,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,58,na,na,whole body,"soft shell, vaccum sealed"
CWC0305,na,May 2015,PS7,29.474614°,-89.855600°,creek,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,60,na,na,muscle,
CWC0306,na,May 2015,PS7,29.474614°,-89.855600°,creek,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,30,na,na,muscle,
CWC0307,na,May 2015,PS7,29.474614°,-89.855600°,creek,Gill net,"Fish, carnivorous",Carn. fish,Red drum,Sciaenops ocellatus,1,620,na,na,na,na,whole body,vaccumed sealed
CWC0308,na,May 2015,PS7,29.474614°,-89.855600°,creek,Gill net,"Fish, carnivorous",Carn. fish,Red drum,Sciaenops ocellatus,1,415,na,na,na,na,whole body,vaccumed sealed
CWC0309,na,May 2015,PS7,29.474614°,-89.855600°,creek,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,na,na,na,whole body,vacuum sealed
CWC0310,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,160,na,na,na,na,whole body,
CWC0311,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,100,na,na,muscle,
CWC0312,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, carnivorous",Carn. fish,Red drum,Sciaenops ocellatus,1,415,na,na,na,na,muscle,
CWC0313,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,
CWC0314,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,
CWC0315,na,May 2015,PS5/PS7,na,na,na,na,UNKNOWN,UNK,Insects (variety),na,na,na,na,na,na,na,whole body,"sweeps 1 &2, caterpillars from PS 7 and 5 Juncus"
CWC0316,na,May 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, piscivorous",Pisc. fish,Alligator gar,Atractosteus spatula,1,1440,na,na,na,na,whole body,vacuumed sealed tissue
CWC0317,na,May 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, carnivorous",Carn. fish,Red drum,Sciaenops ocellatus,1,730,na,na,na,na,whole body,vacuumed sealed tissue
CWC0318,na,May 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, invertivorous",Invert. fish,Sheepshead,Archosargus probatocephalus,1,480,na,na,na,na,whole body,vacuumed sealed tissue
CWC0319,na,May 2015,PS7,29.474614°,-89.855600°,creek,Gill net,"Fish, piscivorous",Pisc. fish,Alligator gar,Atractosteus spatula,1,980,na,na,na,na,whole body,
CWC0320,na,May 2015,PS7,29.474614°,-89.855600°,creek,Gill net,"Fish, piscivorous",Pisc. fish,Alligator gar,Atractosteus spatula,1,1020,na,na,na,na,whole body,vacuumed sealed tissue
CWC0321,na,May 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, piscivorous",Pisc. fish,Alligator gar,Atractosteus spatula,1,1070,na,na,na,na,whole body,vacuumed sealed tissue
CWC0322,na,May 2015,PS7,29.474614°,-89.855600°,pond,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,220 mL
CWC0323,na,May 2015,PS7,29.474614°,-89.855600°,pond,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,220 mL
CWC0324,na,May 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, piscivorous",Pisc. fish,Bull Shark,Carcharhinus leucas,1,1240,na,na,na,na,whole body,muscle
CWC0325,na,May 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, piscivorous",Pisc. fish,Bull Shark (fin),Carcharhinus leucas,1,1240,na,na,na,na,muscle,"this is the fin of bull shark #324, leftover fin vacuumed sealed"
CWC0326,na,May 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,344,na,na,na,na,whole body,vacuum sealed
CWC0327,na,May 2015,PS7,29.474614°,-89.855600°,pond,seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,82,na,na,na,M,whole body,vacuum sealed
CWC0328,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,64,na,na,na,F,whole body,vacuum sealed
CWC0329,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,56,na,na,na,F,muscle,
CWC0330,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,45,na,na,na,F,muscle,
CWC0331,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,1,90+,na,na,na,na,muscle,
CWC0332,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,1,90+,na,na,na,na,muscle,
CWC0333,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,1,90+,na,na,na,na,muscle,
CWC0334,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,1,90+,na,na,na,na,muscle,
CWC0335,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,1,90+,na,na,na,na,muscle,
CWC0336,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,1,90+,na,na,na,na,muscle,
CWC0337,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,69,na,na,whole body,vacuum sealed
CWC0338,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,46,na,na,whole body,vacuum sealed
CWC0339,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,<25,na,na,muscle,Half crab in vial
CWC0340,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,<25,na,na,muscle,Half crab in vial
CWC0341,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,<25,na,na,muscle,Half crab in vial
CWC0342,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,<25,na,na,muscle,Half crab in vial
CWC0343,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,<25,na,na,muscle,Half crab in vial
CWC0344,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,88,na,na,na,na,whole body,vacuum sealed
CWC0345,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,87,na,na,na,na,whole body,vacuum sealed
CWC0346,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,78,na,na,na,na,whole body,vacuum sealed
CWC0347,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Snails, detritivorous",Detr. snail,Olive nerite,Neritina usnea,4,na,na,na,na,na,muscle,
CWC0348,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,169,na,na,whole body,vacuum sealed
CWC0349,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,93,na,M,muscle,
CWC0350,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,65,na,F,whole body,"vacuum sealed, juvenile female"
CWC0351,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,63,na,F,muscle,not vacuum sealed
CWC0352,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,49,na,na,muscle,not vacuum sealed
CWC0353,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,35,na,na,muscle,not vacuum sealed
CWC0354,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,~20,na,na,na,na,na,whole body,vacuum sealed
CWC0355,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, penaeid",Penaeid shrimp,Brown/Paneid shrimp,Penaeus,~20,na,na,na,na,na,whole body,vacuum sealed
CWC0356,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,4,na,na,na,na,na,whole body,only in Formalin
CWC0357,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchelli,3,na,na,na,na,na,whole body,vacuum sealed
CWC0358,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,4,na,na,na,na,na,whole body,vacuum sealed
CWC0359,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Inland Silverside,Menidia beryllina,1,na,na,na,na,na,whole body,vacuum sealed
CWC0360,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,na,na,na,na,na,whole body,vacuum sealed
CWC0361,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,2,na,na,na,na,na,whole body,vacuum sealed
CWC0362,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,33,na,na,na,na,muscle,no vacumm sealed
CWC0363,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,~20,na,na,na,na,na,whole body,vacuum sealed
CWC0364,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,7,na,na,na,na,na,whole body,vacuum sealed
CWC0365,na,May 2015,PS7,29.474614°,-89.855600°,pond,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,~20,na,na,na,na,na,whole body,vacuum sealed
CWC0366,na,May 2015,Bay Sansbois,29.465377°,-89.770810°,na,Recreational fishermen; Hook & Line,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,400-600,na,na,na,na,muscle,"frozen, thawed, refrozen"
CWC0367,na,May 2015,Bay Sansbois,29.465377°,-89.770810°,na,Recreational fishermen; Hook & Line,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,400-601,na,na,na,na,muscle,"frozen, thawed, refrozen"
CWC0368,na,May 2015,Bay Sansbois,29.465377°,-89.770810°,na,Recreational fishermen; Hook & Line,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,400-602,na,na,na,na,muscle,"frozen, thawed, refrozen"
CWC0369,na,May 2015,Bay Sansbois,29.465377°,-89.770810°,na,Recreational fishermen; Hook & Line,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,400-603,na,na,na,na,muscle,"frozen, thawed, refrozen"
CWC0370,na,May 2015,Bay Sansbois,29.465377°,-89.770810°,na,Recreational fishermen; Hook & Line,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,400-604,na,na,na,na,muscle,"frozen, thawed, refrozen"
CWC0371,na,May 2015,Bay Sansbois,29.465377°,-89.770810°,na,Recreational fishermen; Hook & Line,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,400-605,na,na,na,na,muscle,"frozen, thawed, refrozen"
CWC0372,na,May 2015,PS5,29.449130°,-89.749237°,30 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),na,na,na,na,na,na,na,plant,
CWC0373,na,May 2015,PS5,29.449130°,-89.749237°,0 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),na,na,na,na,na,na,na,plant,
CWC0374,na,May 2015,PS5,29.449130°,-89.749237°,10 m,na,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC0375,na,May 2015,PS5,29.449130°,-89.749237°,1 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),na,na,na,na,na,na,na,plant,
CWC0376,na,May 2015,PS5,29.449130°,-89.749237°,20+ m,na,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC0377,na,May 2015,PS7,29.474614°,-89.855600°,43+ m,na,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC0378,na,May 2015,PS7,29.474614°,-89.855600°,14 m,na,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC0379,na,May 2015,PS5,29.449130°,-89.749237°,1 m,na,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,need to open sealed bag to see label clearly
CWC0380,na,May 2015,PS7,29.474614°,-89.855600°,1 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),na,na,na,na,na,na,na,plant,
CWC0381,na,May 2015,PS7,29.474614°,-89.855600°,14 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),na,na,na,na,na,na,na,plant,
CWC0382,na,May 2015,PS7,29.474614°,-89.855600°,43 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),na,na,na,na,na,na,na,plant,
CWC0383,na,May 2015,PS7,29.474614°,-89.855600°,43+ m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),na,na,na,na,na,na,na,plant,
CWC0384,na,May 2015,PS5,29.449130°,-89.749237°,10 m,na,"Plants, Distichlis spicata",Distichlis,Distichlis ,Distichlis ,na,na,na,na,na,na,plant,need to open sealed bag to see label clearly
CWC0385,na,May 2015,PS7,29.474614°,-89.855600°,1 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),na,na,na,na,na,na,na,plant,
CWC0386,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Plants, Juncus roemerianus",Juncus,Juncus,Juncus sp.,na,na,na,na,na,na,plant,Plot 3
CWC0387,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Plants, Juncus roemerianus",Juncus,Juncus,Juncus sp.,na,na,na,na,na,na,plant,Plot 1
CWC0388,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Plants, Juncus roemerianus",Juncus,Juncus,Juncus sp.,na,na,na,na,na,na,plant,Plot 2
CWC0389,na,May 2015,PS5,29.449130°,-89.749237°,10 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),na,na,na,na,na,na,na,plant,need to open sealed bag to see label clearly
CWC0390,na,May 2015,PS5,29.449130°,-89.749237°,20+ m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),na,na,na,na,na,na,na,plant,need to open sealed bag to see label clearly
CWC0391,na,May 2015,PS5,29.449130°,-89.749237°,1 m,na,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis,na,na,na,na,na,na,plant,
CWC0392,na,May 2015,PS5,29.449130°,-89.749237°,20+ m,na,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis,na,na,na,na,na,na,plant,
CWC0393,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Plants, Spartina patens",S.patens,Spartina patens,na,na,na,na,na,na,na,plant,Plot 2
CWC0394,na,May 2015,PS5,29.449130°,-89.749237°,20+ m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),na,na,na,na,na,na,na,plant,need to open sealed bag to see label clearly
CWC0395,na,May 2015,PS5,29.449130°,-89.749237°,1 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),na,na,na,na,na,na,na,plant,
CWC0396,na,May 2015,PS5,29.449130°,-89.749237°,10 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (live),na,na,na,na,na,na,na,plant,
CWC0397,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Plants, Spartina patens",S.patens,Spartina patens,na,na,na,na,na,na,na,plant,Plot 3
CWC0398,na,May 2015,PS5,29.449130°,-89.749237°,1 m,na,"Plants, Juncus roemerianus",Juncus,Juncus,Juncus sp.,na,na,na,na,na,na,plant,Plot 1
CWC0399,na,May 2015,PS5,29.449130°,-89.749237°,20+ m,na,"Plants, Juncus roemerianus",Juncus,Juncus,Juncus sp.,na,na,na,na,na,na,plant,Plot 3
CWC0400,na,May 2015,PS5,29.449130°,-89.749237°,10 m,na,"Plants, Juncus roemerianus",Juncus,Juncus,Juncus sp.,na,na,na,na,na,na,plant,Plot 1
CWC0401,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Plants, Spartina patens",S.patens,Spartina patens,na,na,na,na,na,na,na,plant,Plot 1
CWC0402,na,May 2015,PS5,29.449130°,-89.749237°,10 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),na,na,na,na,na,na,na,plant,need to open sealed bag to see label clearly
CWC0403,na,May 2015,PS7,29.474614°,-89.855600°,25 m,na,"Plants, Spartina patens",S.patens,Spartina patens,na,na,na,na,na,na,na,plant,Plot 2
CWC0404,na,May 2015,PS7,29.474614°,-89.855600°,30 m,na,"Plants, Spartina patens",S.patens,Spartina patens,na,na,na,na,na,na,na,plant,Plot 3
CWC0405,na,May 2015,PS7,29.474614°,-89.855600°,1 m,na,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis,na,na,na,na,na,na,plant,
CWC0406,na,May 2015,PS7,29.474614°,-89.855600°,5 m,na,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis,na,na,na,na,na,na,plant,
CWC0407,na,May 2015,PS7,29.474614°,-89.855600°,10 m,na,"Plants, Distichlis spicata",Distichlis,Distichlis,Distichlis,na,na,na,na,na,na,plant,
CWC0408,na,May 2015,PS7,29.474614°,-89.855600°,20 m,na,"Plants, Spartina patens",S.patens,Spartina patens,na,na,na,na,na,na,na,plant,Plot 1
CWC0409,na,May 2015,PS7,29.474614°,-89.855600°,14 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (dead),na,na,na,na,na,na,na,plant,
CWC0410,na,May 2015,PS7,29.474614°,-89.855600°,1 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),na,na,na,na,na,na,na,plant,
CWC0411,na,May 2015,PS7,29.474614°,-89.855600°,43 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),na,na,na,na,na,na,na,plant,
CWC0412,na,May 2015,PS7,29.474614°,-89.855600°,1 m,na,Detritus,Detr,Sediment,na,na,na,na,na,na,na,na,
CWC0413,na,May 2015,PS7,29.474614°,-89.855600°,16 m,na,"Plants, Spartina alterniflora",S.alter,Spartina alterniflora (roots),na,na,na,na,na,na,na,plant,
CWC0414,na,May 2015,PS5,29.449130°,-89.749237°,subtidal,sediment core,Polychaetes,Polych,Macroinfauna,"Capitellid, Nemertian, and other polycheate pieces",na,na,na,na,na,na,whole body,
CWC0415,na,May 2015,PS5,29.449130°,-89.749237°,subtidal,sediment core,"Isopods, amphipods & taenids",Iso. Amphi.,Amphipods/Tanaids,na,na,na,na,na,na,na,whole body,
CWC0416,na,May 2015,PS5,29.449130°,-89.749237°,subtidal,sediment core,Polychaetes,Polych,Macroinfauna,Nereis/Neanthes,na,na,na,na,na,na,whole body,
CWC0417,na,May 2015,PS5,29.449130°,-89.749237°,subtidal,sediment core,Polychaetes,Polych,Macroinfauna,Melinna (polychaete),na,na,na,na,na,na,whole body,
CWC0419,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,UNKNOWN,UNK,Amygdalum,na,na,na,na,na,na,na,whole body,
CWC0420,na,May 2015,PS5,29.449130°,-89.749237°,subtidal,sediment core,Polychaetes,Polych,Macroinfauna,Nereis/Neanthes,na,na,na,na,na,na,whole body,
CWC0421,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,Polychaetes,Polych,Macroinfauna,Nereis/Neanthes,na,na,na,na,na,na,whole body,
CWC0422,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,"Isopods, amphipods & taenids",Iso. Amphi.,Gammarus,na,na,na,na,na,na,na,whole body,
CWC0423,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,UNKNOWN,UNK,Macroinfauna,Grandidierella,na,na,na,na,na,na,whole body,
CWC0424,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,"Isopods, amphipods & taenids",Iso. Amphi.,Isopod,na,na,na,na,na,na,na,whole body,
CWC0425,na,May 2015,PS5,29.449130°,-89.749237°,subtidal,sediment core,UNKNOWN,UNK,Macroinfauna,Mulina and Tellinid clams,na,na,na,na,na,na,whole body,
CWC0426,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,Polychaetes,Polych,Macroinfauna,oligocheate and worm pieces,na,na,na,na,na,na,whole body,
CWC0427,na,May 2015,PS7,29.474614°,-89.855600°,subtidal,sediment core,"Isopods, amphipods & taenids",Iso. Amphi.,Macroinfauna,Tanaids,na,na,na,na,na,na,whole body,
CWC0428,na,May 2015,PS5,29.449130°,-89.749237°,1 m,sediment core,UNKNOWN,UNK,Insect (larva),na,na,na,na,na,na,na,whole body,
CWC0429,na,May 2015,PS7,29.474614°,-89.855600°,1 m,sediment core,UNKNOWN,UNK,Amygdalum,na,na,na,na,na,na,na,whole body,
CWC0430,na,May 2015,PS7,29.474614°,-89.855600°,5 m,sediment core,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,na,na,na,na,na,na,muscle,
CWC0431,na,May 2015,PS7,29.474614°,-89.855600°,5 m,sediment core,UNKNOWN,UNK,Macroinfauna,Nerite,na,na,na,na,na,na,whole body,
CWC0432,na,May 2015,PS6,29.445383°,-89.875033°,na,sediment core,Polychaetes,Polych,Macroinfauna,Nereis/Neanthes,na,na,na,na,na,na,whole body,
CWC0433,na,May 2015,PS5,29.449130°,-89.749237°,5m,sediment core,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,na,na,na,na,na,na,muscle,
CWC0600,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,69,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0601,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,59,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0602,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,64 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0603,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,54,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0604,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,73,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0605,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,75,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0606,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,72,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0607,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,76,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0608,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,68,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0609,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,75,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0610,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Mosquito fish,Gambusia affinis,1,30,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0611,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Mosquito fish,Gambusia affinis,1,39,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0612,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Mosquito fish,Gambusia affinis,1,30,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0613,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Mosquito fish,Gambusia affinis,1,30,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0614,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Mosquito fish (larvae),Gambusia affinis,1,na,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0615,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,1,34 (standard length),na,na,na,M,whole body,frozen in May and dissected in December 2015
CWC0616,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,1,43,na,na,na,F,whole body,frozen in May and dissected in December 2015
